round_epochs,val_loss,val_main_output_loss,val_sec_output_loss,val_main_output_score,val_sec_output_score,loss,main_output_loss,sec_output_loss,main_output_score,sec_output_score,Dlayers,Llayers,batch_size,drpout,nodes
100,0.0013970711444222664,0.001124457805417478,0.0013754297979176044,-0.001124458503909409,-0.0013754302635788918,0.0013176482048821445,0.0010390285,0.0013416826,-0.0010390285,-0.0013416829,1,1,32,0,10
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,32,0,50
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,32,0,100
100,0.003661405712623021,0.002879059175029397,0.003960641101002693,-0.00287906127050519,-0.003960635047405958,0.0037980867177918017,0.0029555133,0.004015615,-0.002955514,-0.0040156073,1,1,32,0.2,10
100,0.0011731630786218578,0.0009646641556173563,0.000960545614361763,-0.0009646649123169482,-0.0009605454979464412,0.0010593400614858745,0.0008787176,0.00090149464,-0.0008787178,-0.00090149464,1,1,32,0.2,50
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,32,0.2,100
100,0.0038572671444965278,0.003030096646398306,0.00412799883633852,-0.003030099207535386,-0.0041279904544353485,0.005024153497561419,0.004215831,0.003999471,-0.0042158323,-0.0039994647,1,1,32,0.5,10
100,0.0012525580627165763,0.0010319455759599805,0.001084040035493672,-0.0010319456923753023,-0.0010840401519089937,0.0012384187058284344,0.0010203028,0.0010786211,-0.0010203032,-0.0010786211,1,1,32,0.5,50
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,32,0.5,100
100,0.0018661119524653559,0.0013586009154096246,0.0025725536979734898,-0.0013586013810709119,-0.0025725546292960644,0.001785189303853136,0.0012618531,0.0024945089,-0.0012618536,-0.0024945093,1,1,128,0,10
100,0.0012554362486741038,0.001018875977024436,0.0011159905698150396,-0.0010188757441937923,-0.0011159905698150396,0.001209140663778932,0.00095015817,0.0011974513,-0.00095015817,-0.0011974514,1,1,128,0,50
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,128,0,100
100,0.001902423361476896,0.0012757494114339352,0.003170265583321452,-0.001275749527849257,-0.003170265583321452,0.0019480349998519146,0.0013140057,0.003229465,-0.0013140057,-0.003229465,1,1,128,0.2,10
100,0.0012758188926475659,0.0010216040536761284,0.001064053736627102,-0.0010216038208454847,-0.0010640538530424237,0.001265584267966217,0.0010915056,0.0011846565,-0.0010915058,-0.0011846565,1,1,128,0.2,50
100,0.00126096875972375,0.0010239394614472985,0.0010375420097261667,-0.0010239392286166549,-0.0010375420097261667,0.0012336768783914815,0.001016012,0.00111428,-0.0010160127,-0.0011142798,1,1,128,0.2,100
100,0.0020059464326292503,0.0015217646723613143,0.0025957846082746983,-0.001521766185760498,-0.0025957846082746983,0.002805748174739756,0.0023075698,0.0022336985,-0.0023075726,-0.002233699,1,1,128,0.5,10
100,0.008933993802188228,0.006927291862666607,0.008082437328994274,-0.006927276495844126,-0.008082437328994274,0.008921321317535653,0.0072068414,0.008374333,-0.0072068204,-0.00837433,1,1,128,0.5,50
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,128,0.5,100
100,0.0019125159168830034,0.0016680374974384904,0.0011445045238360763,-0.0016680393600836396,-0.0011445051059126854,0.0018672771256906147,0.0016332557,0.0010957306,-0.0016332576,-0.0010957307,1,2,32,0,10
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,32,0,50
