round_epochs,val_loss,val_main_output_loss,val_sec_output_loss,val_main_output_score,val_sec_output_score,loss,main_output_loss,sec_output_loss,main_output_score,sec_output_score,Dlayers,Llayers,batch_size,drpout,nodes
100,0.003458320564622509,0.0028469180688261986,0.00289157428778708,-0.0028469236567616463,-0.0028915791772305965,0.0035992637438570065,0.0029514113,0.0031808482,-0.0029514176,-0.003180852,1,1,32,0,10
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,32,0,50
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,32,0,100
100,0.0010615703734565684,0.0008672750554978848,0.0009249081485904753,-0.0008672747062519193,-0.0009249077411368489,0.0011938809723441425,0.00095635856,0.0011547606,-0.0009563582,-0.0011547615,1,1,32,0.2,10
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,32,0.2,50
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,32,0.2,100
100,0.001035142422544902,0.0009094402776099741,0.0005293912836350501,-0.0009094394627027214,-0.0005293911672197282,0.0014003335102684617,0.0012725734,0.0005901218,-0.0012725685,-0.00059012155,1,1,32,0.5,10
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,32,0.5,50
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,32,0.5,100
100,0.00166890823364372,0.0012492772657424212,0.001824699342250824,-0.0012492781970649958,-0.001824699342250824,0.0018345073673972409,0.0013619433,0.0024048835,-0.0013619451,-0.0024048854,1,1,128,0,10
100,0.0007018378586285316,0.0004938489873893559,0.0006729061133228242,-0.0004938489873893559,-0.0006729060551151633,0.0007157433016462435,0.00055137003,0.00087319926,-0.00055137,-0.0008731992,1,1,128,0,50
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,128,0,100
100,0.0012155070165404157,0.0007048979168757796,0.0020170079078525305,-0.0007048977422527969,-0.002017008140683174,0.0013685601802511538,0.00088939077,0.0024255868,-0.0008893908,-0.002425587,1,1,128,0.2,10
