round_epochs,val_loss,val_score,loss,score,Llayers,batch_size,nodes
100,0.00040367589233143404,-0.00041724630864337087,0.0003406383379765092,-0.00033881541,1,32,10
100,nan,nan,nan,nan,1,32,50
100,2.4604436456946093e+17,-2.3609400866373632e+17,0.00016802926411728288,-0.00016710344,1,32,100
100,0.0004621558288340653,-0.0005439247470349073,0.00040776320212192353,-0.00040665857,1,128,10
100,0.00038360263523378076,-0.00044579137465916574,0.0003071236024581106,-0.0003001297,1,128,50
100,0.0004349342372065046,-0.00047448641271330416,0.0003926467697071336,-0.00041046334,1,128,100
100,0.0004185596753047401,-0.000436092697782442,0.0003548514499519985,-0.00035499225,2,32,10
100,0.00043877177596113635,-0.0004489840939640999,0.00035723088614096,-0.0003535688,2,32,50
100,nan,nan,nan,nan,2,32,100
100,0.00044504853038623984,-0.0005224240594543517,0.00039858720059438474,-0.0003893127,2,128,10
100,nan,nan,nan,nan,2,128,50
100,nan,nan,nan,nan,2,128,100
100,0.0004378004723060805,-0.0004523368552327156,0.00038412156866861135,-0.0003841851,3,32,10
100,nan,nan,nan,nan,3,32,50
100,0.00044948211425051835,-0.00046342879068106413,0.0003400566388273051,-0.00033641467,3,32,100
100,0.0004233231346954331,-0.0005081202834844589,0.00037300534238167806,-0.0003787468,3,128,10
100,0.0004103811285137359,-0.000467873178422451,0.00032351886229902257,-0.00031988017,3,128,50
100,218670087250.39114,-178352783360.0,0.00026724732863969155,-0.00026577245,3,128,100
