round_epochs,val_loss,val_main_output_loss,val_sec_output_loss,val_main_output_score,val_sec_output_score,loss,main_output_loss,sec_output_loss,main_output_score,sec_output_score,Dlayers,Llayers,batch_size,drpout,nodes
100,0.0025778604947122663,0.0021318644285202026,0.0022434284910559654,-0.0021318644285202026,-0.0022434284910559654,0.0025040328995416194,0.0020629952,0.0022040482,-0.0020629952,-0.0022040482,1,1,32,0,10
100,0.0019738713411987146,0.0016022765776142478,0.0018574593123048544,-0.0016022765776142478,-0.0018574593123048544,0.0015501893643945761,0.001235091,0.0015754994,-0.001235091,-0.0015754994,1,1,32,0,50
100,0.0014891380296906517,0.0011637896532192826,0.0016165198758244514,-0.0011637896532192826,-0.0016165198758244514,0.0009016240718014112,0.00067682134,0.0011235414,-0.00067682134,-0.0011235413,1,1,32,0,100
100,0.002659063157958041,0.0022257615346461535,0.002160540549084544,-0.0022257615346461535,-0.002160540781915188,0.004130297272057739,0.0037014189,0.0021460655,-0.0037014189,-0.0021460655,1,1,32,0.2,10
100,0.002293419082768371,0.001923703239299357,0.0018702475354075432,-0.001923703239299357,-0.0018702475354075432,0.002280674741864109,0.0019600368,0.0016030545,-0.0019600366,-0.0016030545,1,1,32,0.2,50
100,0.0017856956028068397,0.0014634209219366312,0.0016239434480667114,-0.0014634209219366312,-0.0016239434480667114,0.0013567338010387153,0.0011405535,0.0010814242,-0.0011405535,-0.0010814244,1,1,32,0.2,100
100,0.004099179497878086,0.0036186028737574816,0.002388044958934188,-0.0036186028737574816,-0.0023880447261035442,0.009971905418496362,0.009527484,0.0022330093,-0.009527483,-0.0022330096,1,1,32,0.5,10
100,0.0023072551521670175,0.0019374151015654206,0.0018698428757488728,-0.0019374151015654206,-0.0018698428757488728,0.003205539987140012,0.0028712319,0.0016728872,-0.0028712323,-0.0016728872,1,1,32,0.5,50
100,0.0019179808967168068,0.0015984607161954045,0.0015987905208021402,-0.0015984607161954045,-0.001598790637217462,0.002087790614667628,0.0018519938,0.0011782788,-0.0018519938,-0.0011782788,1,1,32,0.5,100
100,0.002706773598974027,0.0022600162774324417,0.0022939061746001244,-0.0022600162774324417,-0.0022939061746001244,0.00266250929985004,0.002211551,0.0022362384,-0.002211551,-0.0022362384,1,1,128,0,10
100,0.0023961476324492617,0.001986648654565215,0.00207363348454237,-0.001986648654565215,-0.00207363348454237,0.002201016423779065,0.0018057254,0.0019923842,-0.0018057255,-0.0019923842,1,1,128,0,50
