round_epochs,val_loss,val_main_output_loss,val_sec_output_loss,val_main_output_score,val_sec_output_score,loss,main_output_loss,sec_output_loss,main_output_score,sec_output_score,Dlayers,Llayers,batch_size,drpout,nodes,Dtype
100,0.001198189654226961,0.000982888974249363,0.0010382977779954672,-0.000982889672741294,-0.00103829859290272,0.0011040437384787724,0.0009069476509466767,0.0009792773053050041,-0.000906948174815625,-0.0009792775381356478,1,3,32,0.2,50,L_3
100,0.0011723321765283001,0.0009647842380218208,0.0009664306999184191,-0.0009647849947214127,-0.0009664306999184191,0.0009569379598197105,0.000814850558526814,0.0008489907486364245,-0.0008148509077727795,-0.0008489908068440855,1,3,32,0.2,100,L_3
100,0.0013929632598519953,0.00116457708645612,0.0011321449419483542,-0.0011645782506093383,-0.001132145756855607,0.002087950224516918,0.0018392613856121898,0.0015057924902066588,-0.0018392577767372131,-0.0015057924902066588,1,3,32,0.5,10,L_3
100,0.0033362832516289076,0.00263765174895525,0.003627072088420391,-0.0026376524474471807,-0.003627070225775242,0.0034410869733405877,0.002709992229938507,0.003538107266649604,-0.002709992229938507,-0.003538105171173811,1,3,32,0.5,50,L_3
100,0.00120364580708431,0.0009918903233483434,0.0009914739057421684,-0.0009918911382555962,-0.0009914739057421684,0.0011206027152177564,0.0009170341654680669,0.0009926784550771117,-0.000917034805752337,-0.0009926784550771117,1,3,32,0.5,100,L_3
100,0.0019127043830302198,0.001545709790661931,0.001808432280085981,-0.0015457110712304711,-0.00180843286216259,0.001860190614191391,0.0014507503947243094,0.0018534826813265681,-0.0014507514424622059,-0.0018534831469878554,1,3,128,0.0,10,L_3
100,,,,,,,,,,,1,3,128,0.0,50,L_3
100,0.0012877263633669907,0.0010428322711959481,0.0010046398965641856,-0.0010428321547806263,-0.0010046398965641856,0.0012354822661303324,0.0010291403159499168,0.0010752312373369932,-0.0010291404323652387,-0.001075231353752315,1,3,128,0.0,100,L_3
100,0.002185795981601109,0.0016518341144546866,0.002044041408225894,-0.0016518356278538704,-0.0020440418738871813,0.0023703769884547954,0.0019160136580467224,0.002205131808295846,-0.001916014589369297,-0.0022051329724490643,1,3,128,0.2,10,L_3
100,0.008949664066335137,0.00725076487287879,0.007247904781252146,-0.007250750903040171,-0.007247890345752239,0.008927005839844545,0.007412285543978214,0.0078008295968174934,-0.00741226552054286,-0.0078008146956563,1,3,128,0.2,50,L_3
100,0.001277618987532154,0.0010467428946867585,0.0010599072556942701,-0.0010467427782714367,-0.0010599072556942701,0.001252648910134584,0.0009914541151374578,0.0012070666998624802,-0.0009914541151374578,-0.0012070666998624802,1,3,128,0.2,100,L_3
100,0.005658358913557282,0.004257953725755215,0.006656752433627844,-0.004257947206497192,-0.006656737066805363,0.006077152021381137,0.004855314269661903,0.0058917454443871975,-0.004855304025113583,-0.0058917272835969925,1,3,128,0.5,10,L_3
100,0.0026847897507821235,0.00222534011118114,0.0029400759376585484,-0.0022253403440117836,-0.0029400757048279047,0.002770125545891855,0.002238562097772956,0.002929508686065674,-0.0022385623306035995,-0.0029295096173882484,1,3,128,0.5,50,L_3
100,0.0012867483189971797,0.0010366379283368587,0.0010476803872734308,-0.001036637811921537,-0.0010476803872734308,0.0012990385563362934,0.0010429463582113385,0.0011678097071126103,-0.0010429469402879477,-0.0011678097071126103,1,3,128,0.5,100,L_3
100,0.0015381124464730765,0.0012297267094254494,0.0015125194331631064,-0.0012297268258407712,-0.0015125195495784283,0.0016619906887776112,0.0013088769046589732,0.0017066013533622026,-0.0013088767882436514,-0.0017066014697775245,2,1,32,0.0,10,L_3
100,0.0012969544163630327,0.0010635638609528542,0.0011478136293590069,-0.0010635638609528542,-0.001147814211435616,0.0011441680159401909,0.0009335177601315081,0.0011953115463256836,-0.0009335177601315081,-0.001195311895571649,2,1,32,0.0,50,L_3
100,,,,,,,,,,,2,1,32,0.0,100,L_3
100,0.0019398721361397213,0.0011645721970126033,0.003850111970677972,-0.0011645732447504997,-0.003850105917081237,0.002057350303182642,0.001299339928664267,0.003976062405854464,-0.001299340627156198,-0.003976055886596441,2,1,32,0.2,10,L_3
100,0.0012217925377975135,0.0010071404976770282,0.0010256936075165868,-0.0010071409633383155,-0.0010256946552544832,0.001110389932492587,0.0009068507351912558,0.0009711819584481418,-0.0009068507933989167,-0.0009711828315630555,2,1,32,0.2,50,L_3
100,0.0012401154838409631,0.001046809135004878,0.0009880912257358432,-0.001046809833496809,-0.000988091342151165,0.0009732270388857281,0.0007996844942681491,0.0008647310314700007,-0.00079968391219154,-0.0008647310314700007,2,1,32,0.2,100,L_3
100,0.0015354681023221706,0.001236106501892209,0.001489093410782516,-0.0012361081317067146,-0.0014890936436131597,0.0018098128553060034,0.0015269436407834291,0.0014860739465802908,-0.0015269404975697398,-0.001486073830164969,2,1,32,0.5,10,L_3
100,0.001275118588027455,0.0010569255100563169,0.0010453298455104232,-0.0010569264413788915,-0.0010453298455104232,0.0012494106002864417,0.0010407748632133007,0.0010167037835344672,-0.0010407755617052317,-0.001016703899949789,2,1,32,0.5,50,L_3
100,0.0011834582805426584,0.0009849321795627475,0.0009617383475415409,-0.0009849328780546784,-0.0009617383475415409,0.0010749243777714295,0.000899488921277225,0.0008545581949874759,-0.0008994889794848859,-0.0008545582531951368,2,1,32,0.5,100,L_3
100,0.0029258365605483224,0.0024278326891362667,0.0026352745480835438,-0.0024278333876281977,-0.002635275013744831,0.0028064697308631107,0.0021846042945981026,0.002759484574198723,-0.002184605225920677,-0.0027594855055212975,2,1,128,0.0,10,L_3
100,0.0012788430866125214,0.001036592642776668,0.0010368663351982832,-0.0010365925263613462,-0.0010368663351982832,0.0012042675676534503,0.0009677422349341214,0.001109271659515798,-0.0009677422349341214,-0.001109271659515798,2,1,128,0.0,50,L_3
100,,,,,,,,,,,2,1,128,0.0,100,L_3
100,0.004465666885034563,0.003708192612975836,0.004431018605828285,-0.003708191215991974,-0.0044310130178928375,0.004165299829962156,0.0033306810073554516,0.004551414866000414,-0.0033306798432022333,-0.00455140694975853,2,1,128,0.2,10,L_3
100,0.009836463307626402,0.008162044920027256,0.007271529641002417,-0.008162040263414383,-0.007271514739841223,0.00982000583367382,0.00825411919504404,0.0075720688328146935,-0.008254109881818295,-0.0075720506720244884,2,1,128,0.2,50,L_3
100,0.0022600859580240375,0.0010875381994992495,0.005539062432944775,-0.0010875381994992495,-0.0055390410125255585,0.0022535774146588586,0.0011406955309212208,0.005612894892692566,-0.0011406956473365426,-0.0056128716096282005,2,1,128,0.2,100,L_3
100,0.001906399616447074,0.0015988638624548912,0.0013756415573880076,-0.0015988664235919714,-0.001375642721541226,0.002406021599083853,0.002073288196697831,0.0014043237315490842,-0.002073288895189762,-0.0014043239643797278,2,1,128,0.5,10,L_3
100,0.0037438325865829358,0.0027921467553824186,0.005012462846934795,-0.0027921474538743496,-0.005012452136725187,0.003910246315999604,0.0029785670340061188,0.0045368243008852005,-0.002978567499667406,-0.0045368182472884655,2,1,128,0.5,50,L_3
100,,,,,,,,,,,2,1,128,0.5,100,L_3
100,0.001277191307524155,0.0010512717999517918,0.0010879258625209332,-0.0010512719163671136,-0.001087926677428186,0.0011919414773650413,0.0009723554248921573,0.0011049970053136349,-0.0009723557159304619,-0.0011049972381442785,2,2,32,0.0,10,L_3
100,0.0013411709350994092,0.0010593188926577568,0.0013800194719806314,-0.001059318776242435,-0.0013800195883959532,0.0012672972907976647,0.0009811106137931347,0.0013754675164818764,-0.0009811107302084565,-0.0013754675164818764,2,2,32,0.0,50,L_3
100,0.001245521616915034,0.0010504858801141381,0.0010154851479455829,-0.0010504862293601036,-0.0010154851479455829,0.000949288979094538,0.0007787306676618755,0.0008978445548564196,-0.0007787310751155019,-0.0008978444966487586,2,2,32,0.0,100,L_3
100,0.007269979468850112,0.005736351013183594,0.00726307975128293,-0.0057363263331353664,-0.007263058330863714,0.007668555621281088,0.006168380379676819,0.007343861740082502,-0.006168365478515625,-0.007343838457018137,2,2,32,0.2,10,L_3
100,0.0018478075864856842,0.001084999181330204,0.0037998512852936983,-0.001084999181330204,-0.0037998477928340435,0.0018234563450389308,0.0010519424686208367,0.0037805892061442137,-0.001051942934282124,-0.003780584316700697,2,2,32,0.2,50,L_3
100,0.0012535612791120092,0.0010448123794049025,0.001024438301101327,-0.0010448131943121552,-0.0010244384175166488,0.0010376472145595926,0.0008490377222187817,0.0009226333349943161,-0.0008490377804264426,-0.0009226335096172988,2,2,32,0.2,100,L_3
100,0.007625880945559548,0.006115809548646212,0.007137521170079708,-0.006115782540291548,-0.007137501146644354,0.008567261784750637,0.0070898449048399925,0.00734672648832202,-0.007089830935001373,-0.007346706464886665,2,2,32,0.5,10,L_3
100,0.0012111212737979616,0.0010027658427134156,0.0010039691114798188,-0.0010027665412053466,-0.001003968995064497,0.0012103971355757733,0.001015377463772893,0.0010020091431215405,-0.0010153775801882148,-0.0010020091431215405,2,2,32,0.5,50,L_3
100,0.0012527089271608782,0.00104586873203516,0.0010218479437753558,-0.0010458690812811255,-0.0010218479437753558,0.0010295422952086163,0.0008629899239167571,0.0008208407089114189,-0.000862989341840148,-0.0008208407089114189,2,2,32,0.5,100,L_3
100,0.0013794127965017697,0.001110601588152349,0.0011771850986406207,-0.0011106019373983145,-0.0011771850986406207,0.001323836074128068,0.0010980466613546014,0.0015162701020017266,-0.001098046894185245,-0.0015162699855864048,2,2,128,0.0,10,L_3
100,0.0012847876012988988,0.0010326463961973786,0.0010139852529391646,-0.0010326465126127005,-0.0010139852529391646,0.0012040599980458564,0.0009547112858854234,0.001108426135033369,-0.0009547114605084062,-0.001108426135033369,2,2,128,0.0,50,L_3
100,,,,,,,,,,,2,2,128,0.0,100,L_3
100,0.007471393995429478,0.00583422789350152,0.006838805042207241,-0.005834206007421017,-0.006838788278400898,0.006819169209461561,0.00536589277908206,0.007252502720803022,-0.0053658741526305676,-0.007252480834722519,2,2,128,0.2,10,L_3
100,,,,,,,,,,,2,2,128,0.2,50,L_3
100,0.0012541029698632915,0.0010361775057390332,0.0010523217497393489,-0.0010361784370616078,-0.0010523217497393489,0.0012323665764848355,0.0009807395981624722,0.0011378488270565867,-0.0009807402966544032,-0.0011378488270565867,2,2,128,0.2,100,L_3
100,0.00522645092587133,0.004378516227006912,0.0037240334786474705,-0.004378505051136017,-0.003724029753357172,0.007215642712885242,0.006552303675562143,0.0037197782658040524,-0.006552290171384811,-0.0037197773344814777,2,2,128,0.5,10,L_3
100,0.009045266926331424,0.007279628422111273,0.007493511773645878,-0.007279614917933941,-0.00749350106343627,0.009039404999902495,0.0074472022242844105,0.00787805113941431,-0.007447182200849056,-0.007878035306930542,2,2,128,0.5,50,L_3
100,0.001303945619423813,0.001051541999913752,0.0011097423266619444,-0.0010515428148210049,-0.0011097423266619444,0.0013445005844831823,0.001106574316509068,0.0012849544873461127,-0.0011065748985856771,-0.0012849544873461127,2,2,128,0.5,100,L_3
100,0.0012714012724015563,0.001052189152687788,0.0010557165369391441,-0.0010521892691031098,-0.0010557165369391441,0.001214905972905207,0.0009968720842152834,0.0010493050795048475,-0.0009968719677999616,-0.0010493051959201694,2,3,32,0.0,10,L_3
100,0.009407931367841717,0.007448611781001091,0.009537231177091599,-0.007448594551533461,-0.009537243284285069,0.009371002716831953,0.007408966310322285,0.009692804887890816,-0.007408947683870792,-0.009692816063761711,2,3,32,0.0,50,L_3
100,0.0011600317898245664,0.0009520057355985045,0.0009540363098494709,-0.0009520061430521309,-0.0009540364262647927,0.0009123106403901673,0.0007408495876006782,0.0008278267341665924,-0.0007408499368466437,-0.0008278267923742533,2,3,32,0.0,100,L_3
100,0.0020695245000480235,0.0013985002879053354,0.0032708654180169106,-0.0013985024997964501,-0.0032708633225411177,0.001997184746271129,0.0014944110298529267,0.0028953803703188896,-0.0014944127760827541,-0.002895381534472108,2,3,32,0.2,10,L_3
100,0.001372648225972336,0.0010681234998628497,0.0014816748443990946,-0.001068124664016068,-0.0014816774055361748,0.0013548675476466206,0.0010417122393846512,0.0015131182735785842,-0.0010417131707072258,-0.0015131207183003426,2,3,32,0.2,50,L_3
100,0.012738519358908993,0.010931436903774738,0.008892307989299297,-0.010931454598903656,-0.008892309851944447,0.012593513153654208,0.01095103845000267,0.008451581001281738,-0.010951055213809013,-0.008451574482023716,2,3,32,0.2,100,L_3
100,0.0018975386677945025,0.0011750166304409504,0.003663509851321578,-0.0011750179110094905,-0.003663509152829647,0.002017640897655766,0.0013349095825105906,0.003391992999240756,-0.0013349094660952687,-0.003391992300748825,2,3,32,0.5,10,L_3
100,0.001231976330255326,0.0010212758788838983,0.0010242119897156954,-0.0010212762281298637,-0.0010242118733003736,0.0012569810054432467,0.0010501635260879993,0.0010753930546343327,-0.0010501642245799303,-0.0010753930546343327,2,3,32,0.5,50,L_3
100,0.0011980535941541024,0.0010053166188299656,0.0010105518158525229,-0.0010053174337372184,-0.001010551699437201,0.0010454195648726585,0.0008770323474891484,0.0008138251723721623,-0.0008770317072048783,-0.0008138251141645014,2,3,32,0.5,100,L_3
100,0.008395040108040831,0.00720494519919157,0.005477805621922016,-0.007204937282949686,-0.005477788858115673,0.008353454886982553,0.007256849203258753,0.0053581916727125645,-0.007256836164742708,-0.0053581781685352325,2,3,128,0.0,10,L_3
100,0.0026140187240751653,0.001145369140431285,0.007974455133080482,-0.0011453693732619286,-0.007974455133080482,0.002626622241990958,0.0010899007320404053,0.007582160644233227,-0.001089900964871049,-0.007582159712910652,2,3,128,0.0,50,L_3
100,0.0012993334410747806,0.0010591901373118162,0.0011837134370580316,-0.0010591900208964944,-0.0011837133206427097,0.0012413568441572932,0.0009604287915863097,0.0013334329705685377,-0.0009604287915863097,-0.0013334336690604687,2,3,128,0.0,100,L_3
100,0.0019020720311865153,0.0013950321590527892,0.002402450190857053,-0.0013950340216979384,-0.0024024504236876965,0.0018904304819748843,0.0014298120513558388,0.0022830506786704063,-0.0014298143796622753,-0.0022830506786704063,2,3,128,0.2,10,L_3
100,0.0012378335740395833,0.001005140715278685,0.0010399625170975924,-0.0010051416466012597,-0.0010399625170975924,0.0012084373526444895,0.0009787911549210548,0.0010927480179816484,-0.0009787915041670203,-0.0010927480179816484,2,3,128,0.2,50,L_3
100,0.008947573364908553,0.007246324326843023,0.007261617574840784,-0.007246310357004404,-0.007261601742357016,0.008932154261612063,0.007395830005407333,0.007637289352715015,-0.0073958090506494045,-0.007637269329279661,2,3,128,0.2,100,L_3
100,0.002279768093985102,0.0019673523493111134,0.001173699158243835,-0.001967355376109481,-0.001173700438812375,0.002791583775464508,0.0027006156742572784,0.001366134500131011,-0.00270062149502337,-0.001366135897114873,2,3,128,0.5,10,L_3
100,0.009539430907488555,0.0072831930592656136,0.01004919782280922,-0.007283178623765707,-0.010049201548099518,0.009624745044633926,0.007524979300796986,0.010329373180866241,-0.007524961140006781,-0.010329383425414562,2,3,128,0.5,50,L_3
100,0.009032768561322799,0.007283272687345743,0.007369698490947485,-0.007283258251845837,-0.00736968731507659,0.009026766243241101,0.007448603864759207,0.007897625677287579,-0.007448586635291576,-0.007897616364061832,2,3,128,0.5,100,L_3
100,0.0013370698378546257,0.00106831977609545,0.0013407057849690318,-0.0010683198925107718,-0.0013407057849690318,0.0012683236206283155,0.0010093942983075976,0.0012558394810184836,-0.0010093944147229195,-0.0012558395974338055,3,1,32,0.0,10,L_3
100,0.0012633335715074134,0.0010528115089982748,0.001011377782560885,-0.0010528119746595621,-0.0010113778989762068,0.000978887821737525,0.0007763173780404031,0.0009821701096370816,-0.0007763177854940295,-0.0009821701096370816,3,1,32,0.0,50,L_3
100,,,,,,,,,,,3,1,32,0.0,100,L_3
100,0.0012967964354188848,0.0010552251478657126,0.001147615723311901,-0.0010552259627729654,-0.0011476170038804412,0.0012749389997109486,0.00103802140802145,0.0011277641169726849,-0.0010380218736827374,-0.001127764699049294,3,1,32,0.2,10,L_3
100,0.001224507436770018,0.001011960324831307,0.0010291921207681298,-0.001011960906907916,-0.0010291924700140953,0.0011062580647954283,0.0009067191858775914,0.0009801577543839812,-0.0009067190112546086,-0.0009801581036299467,3,1,32,0.2,50,L_3
100,,,,,,,,,,,3,1,32,0.2,100,L_3
100,0.0024261040589861373,0.001201331615447998,0.006064026150852442,-0.0012013346422463655,-0.006063998211175203,0.0024706801368321162,0.0012657535262405872,0.006175513844937086,-0.0012657542247325182,-0.006175485905259848,3,1,32,0.5,10,L_3
100,0.0012350203139329208,0.001020696829073131,0.00103978649713099,-0.001020696945488453,-0.0010397863807156682,0.0011568479224306932,0.000972926034592092,0.000867698632646352,-0.0009729262674227357,-0.000867698690854013,3,1,32,0.5,50,L_3
100,0.001213441860694367,0.0010076509788632393,0.0009644820238463581,-0.0010076514445245266,-0.0009644819074310362,0.0010317209864044183,0.0008646771893836558,0.0008078443934209645,-0.0008646766073070467,-0.0008078443934209645,3,1,32,0.5,100,L_3
100,0.0020872737509394744,0.001498660771176219,0.0025978938210755587,-0.0014986612368375063,-0.0025978938210755587,0.0020315664894074844,0.0015883902087807655,0.0024893360678106546,-0.0015883904416114092,-0.0024893369991332293,3,1,128,0.0,10,L_3
100,0.009181156221034997,0.00728268688544631,0.008227011188864708,-0.007282672915607691,-0.008227009326219559,0.00914667822661803,0.0074010202661156654,0.008535599336028099,-0.007400998380035162,-0.008535593748092651,3,1,128,0.0,50,L_3
100,0.0012238146242118258,0.000987186562269926,0.001037386478856206,-0.000987186562269926,-0.001037386478856206,0.0011779906515174989,0.0009343410492874682,0.0011947999009862542,-0.0009343410492874682,-0.0011947999009862542,3,1,128,0.0,100,L_3
100,0.0031087854725462155,0.002540495013818145,0.002993721282109618,-0.002540498273447156,-0.002993721980601549,0.0033584617569649535,0.0027731526643037796,0.0033743269741535187,-0.002773156389594078,-0.003374330699443817,3,1,128,0.2,10,L_3
100,0.0016901315621660586,0.001050155027769506,0.0031719773542135954,-0.0010501551441848278,-0.0031719778198748827,0.0017881495097531474,0.0011899620294570923,0.002975802170112729,-0.0011899619130417705,-0.0029758033342659473,3,1,128,0.2,50,L_3
100,0.0012844917872899223,0.001022396725602448,0.0011267646914348006,-0.0010223975405097008,-0.0011267645750194788,0.0012690056363853226,0.0010094302706420422,0.0012052131351083517,-0.0010094307363033295,-0.0012052131351083517,3,1,128,0.2,100,L_3
100,0.0025671553517909456,0.0019252868369221687,0.0030216092709451914,-0.0019252902129665017,-0.0030216085724532604,0.004259009812054016,0.0036162049509584904,0.003003191901370883,-0.003616204485297203,-0.0030031921342015266,3,1,128,0.5,10,L_3
100,0.0013979406714246705,0.0011473599588498473,0.0012248209677636623,-0.0011473607737571,-0.0012248210841789842,0.0014663077005334824,0.001236556563526392,0.001206187647767365,-0.001236557262018323,-0.0012061877641826868,3,1,128,0.5,50,L_3
100,0.0014089440491578589,0.001208639470860362,0.0010618690866976976,-0.001208640169352293,-0.0010618690866976976,0.001327861844795383,0.0010802341857925057,0.0011421627132222056,-0.0010802345350384712,-0.0011421627132222056,3,1,128,0.5,100,L_3
100,0.0021251388771951884,0.0015930121298879385,0.0025683410931378603,-0.0015930128283798695,-0.0025683443527668715,0.0020012928391538775,0.0014785509556531906,0.0025235158391296864,-0.0014785509556531906,-0.002523516770452261,3,2,32,0.0,10,L_3
100,0.001287731579754687,0.0010669032344594598,0.0011047436855733395,-0.0010669032344594598,-0.001104744034819305,0.0011978207350925184,0.0009630172280594707,0.0011296686716377735,-0.0009630173444747925,-0.001129669020883739,3,2,32,0.0,50,L_3
100,0.001188493725822318,0.0010048117255792022,0.0009497795253992081,-0.0010048121912404895,-0.0009497795253992081,0.0007950490089892733,0.0006315482314676046,0.0008124835439957678,-0.0006315484060905874,-0.0008124835439957678,3,2,32,0.0,100,L_3
100,0.002454415869174732,0.001402115449309349,0.005205994006246328,-0.0014021155657246709,-0.005205974448472261,0.0023157082174232397,0.001466931076720357,0.0042458162643015385,-0.0014669311931356788,-0.0042458088137209415,3,2,32,0.2,10,L_3
